customer_id,first_purchase,last_purchase,frequency_orders,purchase_lines,monetary_total_spend,total_quantity,unique_products,unique_countries,avg_unit_price,max_unit_price,recency_days,tenure_days,tenure_since_first,avg_order_value,avg_qty_per_order,is_one_time_buyer,purchase_frequency_rate,recency_to_tenure_ratio,distinct_active_days,active_months,avg_gap_days,median_gap_days,max_gap_days,return_lines,return_invoices,returned_quantity,return_value,net_spend,return_invoice_ratio,return_value_ratio,future_orders,churn_label,snapshot_date
12346,2010-03-02 13:08:00,2010-06-28 13:53:00,2,24,169.36,24,24,1,7.0566666666666675,7.49,44,118,162,84.68,12.0,0,0.012345679012345678,0.2716049382716049,2,2,118.0,118.0,118.0,1.0,1.0,1.0,103.5,65.86000000000001,0.5,0.6111242324043458,0,1,2010-08-11
12349,2010-04-29 13:20:00,2010-04-29 13:20:00,1,46,1068.52,473,46,1,4.23,34.95,104,0,104,1068.52,473.0,1,0.009615384615384616,1.0,1,1,104.0,104.0,104.0,5.0,1.0,5.0,24.15,1044.37,1.0,0.022601355145434807,1,0,2010-08-11
12355,2010-05-21 11:59:00,2010-05-21 11:59:00,1,22,488.21000000000004,303,22,1,2.399090909090909,9.95,82,0,82,488.21000000000004,303.0,1,0.012195121951219513,1.0,1,1,82.0,82.0,82.0,0.0,0.0,0.0,0.0,488.21000000000004,0.0,0.0,0,1,2010-08-11
12358,2009-12-08 07:59:00,2010-06-07 12:28:00,2,35,1697.93,590,34,1,3.4425714285714286,10.75,65,181,246,848.965,295.0,0,0.008130081300813009,0.26422764227642276,2,2,181.0,181.0,181.0,0.0,0.0,0.0,0.0,1697.93,0.0,0.0,1,0,2010-08-11
12359,2009-12-05 13:32:00,2010-06-22 10:24:00,5,86,2012.03,877,82,1,5.1703488372093025,49.95,50,198,249,402.406,175.4,0,0.020080321285140562,0.20080321285140562,5,3,49.75,48.5,91.0,4.0,2.0,216.0,94.00000000000001,1918.03,0.4,0.04671898530340006,1,0,2010-08-11
12360,2010-02-22 09:32:00,2010-05-25 09:55:00,2,43,620.04,752,43,1,1.1895348837209303,3.25,78,92,170,310.02,376.0,0,0.011764705882352941,0.4588235294117647,2,2,92.0,92.0,92.0,0.0,0.0,0.0,0.0,620.04,0.0,0.0,1,0,2010-08-11
12361,2010-01-26 14:37:00,2010-05-09 15:33:00,2,11,177.35,81,10,1,2.3318181818181816,2.95,94,103,197,88.675,40.5,0,0.01015228426395939,0.47715736040609136,2,2,103.0,103.0,103.0,0.0,0.0,0.0,0.0,177.35,0.0,0.0,1,0,2010-08-11
12366,2010-03-16 10:28:00,2010-03-16 10:28:00,1,3,500.24,296,3,1,1.6900000000000002,1.69,148,0,148,500.24,296.0,1,0.006756756756756757,1.0,1,1,148.0,148.0,148.0,0.0,0.0,0.0,0.0,500.24,0.0,0.0,0,1,2010-08-11
12368,2010-03-21 15:56:00,2010-03-21 15:56:00,1,18,917.6999999999999,330,18,1,4.391666666666667,14.95,143,0,143,917.6999999999999,330.0,1,0.006993006993006993,1.0,1,1,143.0,143.0,143.0,0.0,0.0,0.0,0.0,917.6999999999999,0.0,0.0,0,1,2010-08-11
12369,2010-03-08 08:09:00,2010-03-08 08:09:00,1,8,308.32,208,8,1,1.4675,2.55,156,0,156,308.32,208.0,1,0.00641025641025641,1.0,1,1,156.0,156.0,156.0,0.0,0.0,0.0,0.0,308.32,0.0,0.0,2,0,2010-08-11
12370,2010-02-09 09:41:00,2010-03-25 12:10:00,3,32,534.62,246,32,1,3.26125,9.95,139,44,183,178.20666666666668,82.0,0,0.01639344262295082,0.7595628415300546,2,2,44.0,44.0,44.0,0.0,0.0,0.0,0.0,534.62,0.0,0.0,0,1,2010-08-11
12371,2010-03-04 18:23:00,2010-03-04 18:25:00,2,32,487.68,249,31,1,3.1509375,5.95,160,0,160,243.84,124.5,0,0.0125,1.0,1,1,160.0,160.0,160.0,0.0,0.0,0.0,0.0,487.68,0.0,0.0,1,0,2010-08-11
12373,2010-02-04 12:08:00,2010-03-25 13:49:00,2,35,603.0500000000001,315,30,1,2.624285714285714,10.65,139,49,188,301.52500000000003,157.5,0,0.010638297872340425,0.7393617021276596,2,2,49.0,49.0,49.0,0.0,0.0,0.0,0.0,603.0500000000001,0.0,0.0,0,1,2010-08-11
12374,2010-04-30 14:01:00,2010-04-30 14:01:00,1,36,1388.54,798,36,1,1.8199999999999998,3.75,103,0,103,1388.54,798.0,1,0.009708737864077669,1.0,1,1,103.0,103.0,103.0,0.0,0.0,0.0,0.0,1388.54,0.0,0.0,1,0,2010-08-11
12377,2010-04-29 15:34:00,2010-04-29 15:34:00,1,47,1210.96,835,47,1,2.1465957446808512,5.95,104,0,104,1210.96,835.0,1,0.009615384615384616,1.0,1,1,104.0,104.0,104.0,0.0,0.0,0.0,0.0,1210.96,0.0,0.0,1,0,2010-08-11
12378,2010-05-26 14:07:00,2010-05-26 14:07:00,1,82,1407.7,787,82,1,4.402073170731708,39.95,77,0,77,1407.7,787.0,1,0.012987012987012988,1.0,1,1,77.0,77.0,77.0,0.0,0.0,0.0,0.0,1407.7,0.0,0.0,0,1,2010-08-11
12379,2010-06-23 12:49:00,2010-06-23 12:49:00,1,17,322.48,160,17,1,2.6935294117647057,9.95,49,0,49,322.48,160.0,1,0.02040816326530612,1.0,1,1,49.0,49.0,49.0,0.0,0.0,0.0,0.0,322.48,0.0,0.0,1,0,2010-08-11
12380,2010-02-15 12:05:00,2010-06-29 15:28:00,3,123,3721.0,1603,96,1,3.0791056910569106,24.95,43,134,177,1240.3333333333333,534.3333333333334,0,0.01694915254237288,0.24293785310734464,2,2,134.0,134.0,134.0,0.0,0.0,0.0,0.0,3721.0,0.0,0.0,1,0,2010-08-11
12388,2010-05-06 12:54:00,2010-05-06 12:54:00,1,26,461.62,266,26,1,2.746923076923077,6.95,97,0,97,461.62,266.0,1,0.010309278350515464,1.0,1,1,97.0,97.0,97.0,0.0,0.0,0.0,0.0,461.62,0.0,0.0,1,0,2010-08-11
12389,2010-02-22 10:15:00,2010-05-21 15:12:00,2,26,563.03,252,23,1,2.954230769230769,9.95,82,88,170,281.515,126.0,0,0.011764705882352941,0.4823529411764706,2,2,88.0,88.0,88.0,0.0,0.0,0.0,0.0,563.03,0.0,0.0,1,0,2010-08-11
12391,2010-02-15 10:12:00,2010-04-21 10:59:00,4,98,1902.19,753,96,1,5.321428571428571,79.95,112,65,177,475.5475,188.25,0,0.022598870056497175,0.632768361581921,3,2,32.5,32.5,58.0,6.0,1.0,8.0,25.599999999999998,1876.5900000000001,0.25,0.013458171896603387,1,0,2010-08-11
12392,2010-04-27 14:04:00,2010-04-27 14:04:00,1,7,234.75000000000003,73,7,1,5.035714285714286,9.95,106,0,106,234.75000000000003,73.0,1,0.009433962264150943,1.0,1,1,106.0,106.0,106.0,0.0,0.0,0.0,0.0,234.75000000000003,0.0,0.0,0,1,2010-08-11
12395,2010-04-16 10:16:00,2010-08-02 12:37:00,2,66,1268.82,854,66,1,2.4243939393939393,14.95,9,108,117,634.41,427.0,0,0.017094017094017096,0.07692307692307693,2,2,108.0,108.0,108.0,0.0,0.0,0.0,0.0,1268.82,0.0,0.0,2,0,2010-08-11
12396,2010-02-03 13:22:00,2010-02-03 13:22:00,1,65,931.43,591,65,1,2.2993846153846156,10.95,189,0,189,931.43,591.0,1,0.005291005291005291,1.0,1,1,189.0,189.0,189.0,0.0,0.0,0.0,0.0,931.43,0.0,0.0,0,1,2010-08-11
12399,2010-03-05 08:45:00,2010-07-08 09:13:00,2,34,509.45,747,30,1,0.9867647058823529,3.75,34,125,159,254.725,373.5,0,0.012578616352201259,0.2138364779874214,2,2,125.0,125.0,125.0,0.0,0.0,0.0,0.0,509.45,0.0,0.0,1,0,2010-08-11
12402,2010-02-07 12:41:00,2010-07-06 12:15:00,3,36,665.25,343,28,1,2.283333333333333,12.75,36,148,185,221.75,114.33333333333333,0,0.016216216216216217,0.1945945945945946,3,3,74.5,74.5,79.0,1.0,1.0,1.0,12.75,652.5,0.3333333333333333,0.019165727170236752,2,0,2010-08-11
12403,2010-07-06 11:39:00,2010-07-06 11:39:00,1,3,555.6600000000001,162,3,1,3.5100000000000002,3.75,36,0,36,555.6600000000001,162.0,1,0.027777777777777776,1.0,1,1,36.0,36.0,36.0,0.0,0.0,0.0,0.0,555.6600000000001,0.0,0.0,0,1,2010-08-11
12404,2010-01-26 16:25:00,2010-01-26 16:25:00,1,1,63.24,1,1,1,63.24,63.24,197,0,197,63.24,1.0,1,0.005076142131979695,1.0,1,1,197.0,197.0,197.0,0.0,0.0,0.0,0.0,63.24,0.0,0.0,0,1,2010-08-11
12406,2010-01-11 14:04:00,2010-04-22 18:41:00,2,35,1629.2,1028,32,1,2.439714285714286,8.95,111,101,212,814.6,514.0,0,0.009433962264150943,0.5235849056603774,2,2,101.0,101.0,101.0,0.0,0.0,0.0,0.0,1629.2,0.0,0.0,1,0,2010-08-11
12408,2010-07-29 13:27:00,2010-07-29 13:27:00,1,9,179.1,99,9,1,1.9966666666666666,3.35,13,0,13,179.1,99.0,1,0.07692307692307693,1.0,1,1,13.0,13.0,13.0,0.0,0.0,0.0,0.0,179.1,0.0,0.0,2,0,2010-08-11
12409,2010-05-23 15:21:00,2010-07-02 15:10:00,3,90,7115.56,4510,87,1,3.2128888888888887,19.95,40,39,80,2371.8533333333335,1503.3333333333333,0,0.0375,0.5,3,3,20.0,20.0,24.0,3.0,2.0,108.0,313.08,6802.4800000000005,0.6666666666666666,0.04399934790796507,1,0,2010-08-11
12410,2010-07-25 13:26:00,2010-07-25 13:26:00,1,13,240.38,128,13,1,2.759230769230769,8.5,17,0,17,240.38,128.0,1,0.058823529411764705,1.0,1,1,17.0,17.0,17.0,0.0,0.0,0.0,0.0,240.38,0.0,0.0,0,1,2010-08-11
12412,2010-06-18 13:22:00,2010-08-09 14:26:00,2,55,1086.79,1008,46,1,1.753818181818182,8.5,2,52,54,543.395,504.0,0,0.037037037037037035,0.037037037037037035,2,2,52.0,52.0,52.0,1.0,1.0,2.0,5.9,1080.8899999999999,0.5,0.005428831697015983,1,0,2010-08-11
12415,2010-06-30 08:30:00,2010-07-16 14:47:00,2,94,2662.98,1793,94,1,2.868191489361702,29.95,26,16,42,1331.49,896.5,0,0.047619047619047616,0.6190476190476191,2,2,16.0,16.0,16.0,0.0,0.0,0.0,0.0,2662.98,0.0,0.0,2,0,2010-08-11
12416,2010-02-21 10:19:00,2010-02-21 10:19:00,1,11,202.56,132,11,1,1.5345454545454544,2.1,171,0,171,202.56,132.0,1,0.005847953216374269,1.0,1,1,171.0,171.0,171.0,0.0,0.0,0.0,0.0,202.56,0.0,0.0,0,1,2010-08-11
12417,2009-12-06 10:30:00,2010-07-21 12:31:00,7,111,1749.25,954,101,1,4.65018018018018,29.95,21,227,248,249.89285714285714,136.28571428571428,0,0.028225806451612902,0.0846774193548387,7,6,37.833333333333336,31.5,77.0,3.0,3.0,3.0,28.4,1720.85,0.42857142857142855,0.016235529512648277,4,0,2010-08-11
12418,2010-03-19 14:47:00,2010-05-12 13:11:00,2,40,879.3100000000001,349,36,1,3.6905,9.95,91,53,145,439.65500000000003,174.5,0,0.013793103448275862,0.6275862068965518,2,2,54.0,54.0,54.0,1.0,1.0,1.0,4.25,875.0600000000001,0.5,0.004833335228758913,1,0,2010-08-11
12421,2010-07-22 13:57:00,2010-07-22 13:57:00,1,3,49.8,28,3,1,2.216666666666667,3.75,20,0,20,49.8,28.0,1,0.05,1.0,1,1,20.0,20.0,20.0,1.0,1.0,4.0,5.0,44.8,1.0,0.10040160642570281,1,0,2010-08-11
12422,2009-12-18 12:44:00,2010-07-02 09:27:00,5,67,1765.62,1627,62,2,1.955820895522388,9.95,40,195,236,353.12399999999997,325.4,0,0.0211864406779661,0.1694915254237288,5,5,49.0,48.0,58.0,0.0,0.0,0.0,0.0,1765.62,0.0,0.0,4,0,2010-08-11
12424,2010-06-09 15:15:00,2010-06-09 15:15:00,1,15,446.54,422,15,1,1.73,7.65,63,0,63,446.54,422.0,1,0.015873015873015872,1.0,1,1,63.0,63.0,63.0,5.0,3.0,10.0,50.25,396.29,3.0,0.11253191203475613,1,0,2010-08-11
12426,2010-02-15 08:41:00,2010-02-15 08:41:00,1,46,690.48,322,46,1,2.996086956521739,7.95,177,0,177,690.48,322.0,1,0.005649717514124294,1.0,1,1,177.0,177.0,177.0,5.0,1.0,7.0,33.800000000000004,656.6800000000001,1.0,0.04895145406094312,0,1,2010-08-11
12429,2010-06-11 13:28:00,2010-06-11 13:29:00,2,25,1407.3600000000001,750,25,1,2.5696,12.75,61,0,61,703.6800000000001,375.0,0,0.03278688524590164,1.0,1,1,61.0,61.0,61.0,0.0,0.0,0.0,0.0,1407.3600000000001,0.0,0.0,3,0,2010-08-11
12431,2010-01-15 09:04:00,2010-07-19 13:55:00,7,132,3118.52,1460,111,2,3.444166666666667,12.75,23,185,208,445.5028571428571,208.57142857142858,0,0.03365384615384615,0.11057692307692307,7,5,30.833333333333332,21.5,78.0,2.0,2.0,6.0,52.5,3066.02,0.2857142857142857,0.016834908867026665,4,0,2010-08-11
12435,2009-12-02 13:58:00,2010-03-12 14:50:00,2,16,1736.88,808,16,1,2.548125,7.65,152,100,252,868.44,404.0,0,0.007936507936507936,0.6031746031746031,2,2,100.0,100.0,100.0,0.0,0.0,0.0,0.0,1736.88,0.0,0.0,2,0,2010-08-11
12437,2009-12-02 16:24:00,2010-08-04 09:14:00,10,240,4670.03,3579,175,1,2.012916666666667,7.95,7,244,252,467.003,357.9,0,0.03968253968253968,0.027777777777777776,10,7,27.22222222222222,22.0,48.0,12.0,3.0,46.0,151.3,4518.73,0.3,0.03239807881319821,10,0,2010-08-11
12439,2009-12-14 08:40:00,2010-01-26 12:11:00,2,71,1142.88,478,69,1,3.706478873239437,14.95,197,43,240,571.44,239.0,0,0.008333333333333333,0.8208333333333333,2,2,43.0,43.0,43.0,3.0,1.0,30.0,53.699999999999996,1089.18,0.5,0.046986560268794615,0,1,2010-08-11
12440,2009-12-22 12:03:00,2009-12-22 12:03:00,1,20,488.51,253,20,1,2.778,9.95,232,0,232,488.51,253.0,1,0.004310344827586207,1.0,1,1,232.0,232.0,232.0,0.0,0.0,0.0,0.0,488.51,0.0,0.0,1,0,2010-08-11
12443,2009-12-07 15:42:00,2009-12-07 15:42:00,1,20,365.31,179,20,1,4.164,12.75,247,0,247,365.31,179.0,1,0.004048582995951417,1.0,1,1,247.0,247.0,247.0,0.0,0.0,0.0,0.0,365.31,0.0,0.0,0,1,2010-08-11
12451,2010-06-28 12:58:00,2010-06-28 12:58:00,1,111,2151.27,1786,111,1,2.140720720720721,29.95,44,0,44,2151.27,1786.0,1,0.022727272727272728,1.0,1,1,44.0,44.0,44.0,2.0,1.0,13.0,21.35,2129.92,1.0,0.009924370255709419,2,0,2010-08-11
12455,2009-12-18 12:33:00,2010-05-11 15:03:00,3,118,2914.95,921,109,1,4.592796610169492,39.95,92,144,236,971.65,307.0,0,0.012711864406779662,0.3898305084745763,3,3,72.0,72.0,95.0,0.0,0.0,0.0,0.0,2914.95,0.0,0.0,1,0,2010-08-11
12458,2010-08-09 10:33:00,2010-08-09 10:33:00,1,19,345.61,283,19,1,1.7626315789473685,7.95,2,0,2,345.61,283.0,1,0.5,1.0,1,1,2.0,2.0,2.0,0.0,0.0,0.0,0.0,345.61,0.0,0.0,1,0,2010-08-11
12459,2010-04-13 14:53:00,2010-04-13 14:53:00,1,22,398.36,256,22,1,3.0645454545454545,14.95,120,0,120,398.36,256.0,1,0.008333333333333333,1.0,1,1,120.0,120.0,120.0,0.0,0.0,0.0,0.0,398.36,0.0,0.0,0,1,2010-08-11
12466,2010-01-26 16:26:00,2010-01-26 16:26:00,1,1,56.73,1,1,1,56.73,56.73,197,0,197,56.73,1.0,1,0.005076142131979695,1.0,1,1,197.0,197.0,197.0,0.0,0.0,0.0,0.0,56.73,0.0,0.0,0,1,2010-08-11
12468,2010-01-26 10:09:00,2010-07-01 10:28:00,3,109,2581.2,1815,101,1,2.0985321100917433,9.95,41,156,197,860.4,605.0,0,0.015228426395939087,0.20812182741116753,3,3,78.0,78.0,83.0,9.0,3.0,13.0,34.89,2546.31,1.0,0.013516968851696886,0,1,2010-08-11
12469,2010-06-21 10:30:00,2010-07-05 12:40:00,2,76,3070.54,2552,76,1,2.999605263157895,12.75,37,14,51,1535.27,1276.0,0,0.0392156862745098,0.7254901960784313,2,2,14.0,14.0,14.0,0.0,0.0,0.0,0.0,3070.54,0.0,0.0,0,1,2010-08-11
12470,2010-01-19 11:01:00,2010-01-19 11:01:00,1,23,211.95,95,23,1,3.928260869565217,15.95,204,0,204,211.95,95.0,1,0.004901960784313725,1.0,1,1,204.0,204.0,204.0,0.0,0.0,0.0,0.0,211.95,0.0,0.0,0,1,2010-08-11
12471,2009-12-07 10:41:00,2010-08-05 15:28:00,28,408,9837.63,4540,112,1,3.056666666666666,41.09,6,241,247,351.34392857142853,162.14285714285714,0,0.11336032388663968,0.024291497975708502,17,8,15.0625,15.0,37.0,57.0,21.0,120.0,485.00000000000006,9352.63,0.75,0.04930049209006642,17,0,2010-08-11
12472,2009-12-14 10:49:00,2010-07-12 10:26:00,9,350,6187.35,4370,224,1,2.0323428571428575,29.95,30,209,240,687.4833333333333,485.55555555555554,0,0.0375,0.125,9,6,26.25,20.0,56.0,50.0,10.0,198.0,341.58,5845.77,1.1111111111111112,0.05520618681665009,4,0,2010-08-11
12474,2010-02-11 09:41:00,2010-07-21 12:39:00,5,84,1296.19,975,81,1,2.177142857142857,9.95,21,160,181,259.238,195.0,0,0.027624309392265192,0.11602209944751381,5,4,40.0,43.5,63.0,3.0,1.0,7.0,36.55,1259.64,0.2,0.028198026523889242,6,0,2010-08-11
12476,2010-07-26 09:04:00,2010-07-26 09:04:00,1,67,1105.74,621,67,1,3.899850746268657,12.75,16,0,16,1105.74,621.0,1,0.0625,1.0,1,1,16.0,16.0,16.0,0.0,0.0,0.0,0.0,1105.74,0.0,0.0,6,0,2010-08-11
12477,2010-03-26 14:01:00,2010-07-02 08:26:00,2,193,4485.86,1655,173,1,3.9796891191709847,12.75,40,97,138,2242.93,827.5,0,0.014492753623188406,0.2898550724637681,2,2,98.0,98.0,98.0,0.0,0.0,0.0,0.0,4485.86,0.0,0.0,1,0,2010-08-11
12480,2010-07-20 13:21:00,2010-07-20 13:21:00,1,26,397.9,268,26,1,2.666923076923077,9.95,22,0,22,397.9,268.0,1,0.045454545454545456,1.0,1,1,22.0,22.0,22.0,0.0,0.0,0.0,0.0,397.9,0.0,0.0,2,0,2010-08-11
12481,2010-04-11 13:10:00,2010-04-11 13:10:00,1,50,2969.6,2108,50,1,1.6421999999999999,5.45,122,0,122,2969.6,2108.0,1,0.00819672131147541,1.0,1,1,122.0,122.0,122.0,2.0,1.0,100.0,118.5,2851.1,1.0,0.039904364224137935,4,0,2010-08-11
12482,2010-02-24 10:24:00,2010-05-12 16:51:00,27,202,21941.72,27040,41,1,1.3667326732673266,7.65,91,77,168,812.6562962962963,1001.4814814814815,0,0.16071428571428573,0.5416666666666666,5,3,19.25,17.0,42.0,0.0,0.0,0.0,0.0,21941.72,0.0,0.0,0,1,2010-08-11
12483,2010-01-31 13:28:00,2010-06-09 09:15:00,6,31,1035.7,519,25,1,2.2870967741935484,6.75,63,128,192,172.61666666666667,86.5,0,0.03125,0.328125,6,5,25.8,28.0,47.0,1.0,1.0,12.0,23.4,1012.3000000000001,0.16666666666666666,0.02259341508158733,5,0,2010-08-11
12484,2010-01-27 16:41:00,2010-07-28 14:43:00,4,121,1502.38,1053,105,1,2.415785123966942,12.75,14,181,196,375.595,263.25,0,0.02040816326530612,0.07142857142857142,4,3,60.666666666666664,30.0,150.0,2.0,1.0,2.0,3.35,1499.0300000000002,0.25,0.002229795391312451,1,0,2010-08-11
12485,2010-06-28 15:22:00,2010-06-28 15:22:00,1,34,708.1,414,34,1,2.4105882352941173,8.95,44,0,44,708.1,414.0,1,0.022727272727272728,1.0,1,1,44.0,44.0,44.0,0.0,0.0,0.0,0.0,708.1,0.0,0.0,0,1,2010-08-11
12487,2009-12-09 11:36:00,2009-12-09 11:36:00,1,2,285.29999999999995,174,2,1,2.0,2.55,245,0,245,285.29999999999995,174.0,1,0.004081632653061225,1.0,1,1,245.0,245.0,245.0,1.0,1.0,30.0,25.5,259.79999999999995,1.0,0.0893796004206099,0,1,2010-08-11
12490,2009-12-01 12:52:00,2010-07-15 15:51:00,7,141,2681.17,2079,94,1,2.055177304964539,10.65,27,226,253,383.0242857142857,297.0,0,0.02766798418972332,0.1067193675889328,7,6,37.666666666666664,41.0,69.0,1.0,1.0,4.0,5.0,2676.17,0.14285714285714285,0.0018648575062379484,3,0,2010-08-11
12494,2010-05-12 13:52:00,2010-05-12 13:52:00,1,19,290.87,201,19,1,2.341578947368421,10.95,91,0,91,290.87,201.0,1,0.01098901098901099,1.0,1,1,91.0,91.0,91.0,2.0,1.0,8.0,15.100000000000001,275.77,1.0,0.051913225839722216,2,0,2010-08-11
12495,2010-03-09 10:53:00,2010-03-09 10:53:00,1,16,277.4,128,16,1,3.5625,8.5,155,0,155,277.4,128.0,1,0.0064516129032258064,1.0,1,1,155.0,155.0,155.0,2.0,1.0,4.0,34.0,243.39999999999998,1.0,0.12256669069935112,0,1,2010-08-11
12496,2010-03-29 13:57:00,2010-03-29 14:06:00,2,10,45.34,30,10,1,1.927,3.75,135,0,135,22.67,15.0,0,0.014814814814814815,1.0,1,1,135.0,135.0,135.0,0.0,0.0,0.0,0.0,45.34,0.0,0.0,0,1,2010-08-11
12497,2010-03-05 09:39:00,2010-03-05 09:39:00,1,16,1049.76,884,16,1,1.314375,2.1,159,0,159,1049.76,884.0,1,0.006289308176100629,1.0,1,1,159.0,159.0,159.0,1.0,1.0,1.0,36.75,1013.01,1.0,0.035008001828989485,1,0,2010-08-11
12499,2010-05-28 15:12:00,2010-05-28 15:12:00,1,26,357.72,300,26,1,1.7269230769230768,8.5,75,0,75,357.72,300.0,1,0.013333333333333334,1.0,1,1,75.0,75.0,75.0,0.0,0.0,0.0,0.0,357.72,0.0,0.0,0,1,2010-08-11
12500,2010-02-04 15:05:00,2010-07-05 14:47:00,6,70,1292.54,603,59,1,2.8601428571428573,7.49,37,150,188,215.42333333333332,100.5,0,0.031914893617021274,0.19680851063829788,6,4,30.2,20.0,85.0,6.0,4.0,10.0,31.349999999999998,1261.19,0.6666666666666666,0.02425456852399152,1,0,2010-08-11
12503,2010-05-04 13:59:00,2010-05-04 13:59:00,1,1,896.0,560,1,1,1.6,1.6,99,0,99,896.0,560.0,1,0.010101010101010102,1.0,1,1,99.0,99.0,99.0,0.0,0.0,0.0,0.0,896.0,0.0,0.0,0,1,2010-08-11
12504,2010-04-22 10:24:00,2010-04-22 10:24:00,1,5,116.4,120,5,1,0.97,1.25,111,0,111,116.4,120.0,1,0.009009009009009009,1.0,1,1,111.0,111.0,111.0,0.0,0.0,0.0,0.0,116.4,0.0,0.0,1,0,2010-08-11
12507,2010-05-04 09:23:00,2010-05-04 09:23:00,1,27,455.25,359,27,1,2.6333333333333333,12.75,99,0,99,455.25,359.0,1,0.010101010101010102,1.0,1,1,99.0,99.0,99.0,0.0,0.0,0.0,0.0,455.25,0.0,0.0,0,1,2010-08-11
12510,2009-12-04 13:47:00,2010-03-25 16:19:00,4,66,1583.24,1168,56,1,2.766818181818182,8.5,139,111,250,395.81,292.0,0,0.016,0.556,4,4,37.0,49.0,50.0,4.0,2.0,26.0,49.7,1533.54,0.5,0.031391324120158666,1,0,2010-08-11
